# AVG, MAX and MIN of the 16 spacial blocks in the lattice
0.580098 1.943125 0.179129 0.585362 2.431570 0.185931 0.589064 2.026800 0.182822 0.576137 1.893754 0.208499 0.567854 2.200003 0.184322 0.565608 1.905513 0.214419 0.573566 1.696905 0.192408 0.578945 2.067036 0.208293 0.567258 1.775095 0.150734 0.577736 1.884327 0.199603 0.576520 1.895618 0.219511 0.579230 1.950977 0.187102 0.577805 2.336679 0.202571 0.572696 2.011783 0.179433 0.571448 1.942253 0.181388 0.577762 2.221253 0.204133  -1
0.566942 1.652085 0.171742 0.586146 2.606805 0.206971 0.576452 2.435323 0.188275 0.581166 1.873026 0.197530 0.578851 1.977407 0.207370 0.574904 1.821421 0.167164 0.578546 2.186808 0.202543 0.572882 1.739317 0.193179 0.576464 1.941492 0.196282 0.587783 2.070536 0.204462 0.569425 2.256823 0.163803 0.569529 2.127929 0.185397 0.569848 1.848808 0.202244 0.590973 2.580071 0.205942 0.580669 1.595398 0.202580 0.580230 2.248531 0.210760  0
0.569433 1.924752 0.193741 0.580130 2.043267 0.177608 0.568698 1.951030 0.191936 0.583569 1.937615 0.178901 0.578383 1.764944 0.159670 0.579953 1.612713 0.175489 0.571519 1.853829 0.172531 0.579773 2.453520 0.212376 0.587642 2.315476 0.179664 0.590475 2.014791 0.189292 0.576261 1.729149 0.164590 0.577521 2.601827 0.201062 0.576157 1.749188 0.184682 0.581031 2.294252 0.193067 0.581592 1.706833 0.201602 0.583866 1.689894 0.148360  -2
0.572665 2.002400 0.204467 0.574656 2.474312 0.169635 0.570862 2.231019 0.190387 0.577075 1.971389 0.189012 0.576142 2.208338 0.165745 0.583703 2.584077 0.176541 0.577623 1.635874 0.196973 0.582577 3.498145 0.177999 0.577546 1.751736 0.183540 0.568100 2.600536 0.188778 0.575723 2.338831 0.167786 0.578653 3.122765 0.199071 0.579606 1.835596 0.211561 0.582153 2.355977 0.152203 0.583575 2.693353 0.188151 0.575976 1.835612 0.182126  -1
0.577792 1.971377 0.161913 0.578802 2.265948 0.172844 0.573883 2.006379 0.171562 0.581989 3.996278 0.190386 0.576686 2.022982 0.176163 0.575713 2.537756 0.173972 0.589851 2.301499 0.203932 0.577084 2.671931 0.190618 0.571919 2.090896 0.182057 0.576622 1.853749 0.198258 0.582503 2.319331 0.195941 0.570998 2.434018 0.193091 0.581457 2.029651 0.195923 0.577981 2.512695 0.157088 0.587338 1.996499 0.199350 0.574247 1.595752 0.176458  2
0.581048 2.033378 0.189996 0.577320 1.866447 0.198148 0.588842 2.024151 0.196509 0.590345 1.732711 0.188932 0.575657 2.125003 0.188405 0.574311 2.036655 0.165684 0.576171 3.010707 0.195632 0.583524 2.244527 0.205593 0.582652 1.932568 0.191457 0.578954 1.757624 0.187202 0.573766 1.959252 0.195274 0.584284 2.380288 0.202721 0.571782 1.911004 0.207036 0.575824 1.685263 0.146380 0.591942 1.751675 0.178825 0.587165 2.238118 0.148986  7
0.589646 2.143249 0.193535 0.582909 1.566899 0.187018 0.587144 2.469302 0.190747 0.572671 1.819677 0.179739 0.590450 1.991974 0.186521 0.573147 2.096117 0.213911 0.585776 2.340875 0.154516 0.585816 2.420173 0.171275 0.578379 1.963087 0.192039 0.588343 2.198926 0.177773 0.582177 1.922702 0.193047 0.578984 1.737091 0.165970 0.580135 1.892146 0.179617 0.578217 1.640399 0.208130 0.588971 3.093386 0.181426 0.580139 1.544093 0.163825  2
0.584893 2.227588 0.183402 0.569389 2.262218 0.182885 0.582870 1.651645 0.193733 0.597673 2.161829 0.209303 0.587161 1.739664 0.192970 0.588341 2.904113 0.133640 0.592010 2.315818 0.180126 0.584649 1.977558 0.183003 0.579398 2.274143 0.187800 0.578684 1.751341 0.171569 0.578369 1.877373 0.181524 0.574175 2.173619 0.194340 0.570093 1.833462 0.184845 0.572544 2.399131 0.189515 0.571275 2.123540 0.179038 0.577420 1.749542 0.192972  -2
0.578619 1.713065 0.168252 0.577098 2.245360 0.197312 0.579792 1.799989 0.198146 0.581736 1.869791 0.183831 0.578446 2.123434 0.207288 0.578953 2.341068 0.169357 0.571682 1.657023 0.177838 0.579454 3.196096 0.202124 0.583683 1.812920 0.180768 0.576363 1.603535 0.184807 0.588906 1.819446 0.196564 0.585767 1.833881 0.193563 0.578071 2.008383 0.184389 0.578863 1.857019 0.178470 0.577491 1.971342 0.166154 0.580164 1.770762 0.203154  2
0.572820 1.676254 0.197243 0.577836 2.050693 0.143693 0.585296 2.197225 0.204850 0.582457 1.937534 0.184396 0.584484 2.293620 0.145063 0.588299 1.986890 0.170992 0.586045 1.937065 0.185889 0.568955 2.441334 0.179619 0.578077 1.734680 0.166589 0.576183 2.381085 0.199835 0.588517 1.843446 0.196928 0.572902 2.211277 0.175890 0.582800 1.671904 0.180398 0.593638 1.804541 0.186520 0.577943 2.115212 0.169292 0.581207 2.012432 0.209259  -3
0.568201 1.736664 0.170075 0.583854 1.634586 0.212837 0.572847 2.374129 0.197462 0.571079 1.818242 0.160505 0.573895 1.720573 0.183634 0.570879 1.699990 0.197500 0.576395 1.846087 0.188718 0.577687 1.758056 0.171823 0.567580 1.857706 0.163759 0.581434 1.847108 0.182088 0.583774 2.105146 0.160018 0.563938 1.722414 0.161094 0.576562 1.770524 0.206301 0.589203 1.761247 0.189828 0.576646 1.806897 0.200882 0.574663 1.804486 0.194050  -2
0.563829 1.733198 0.199220 0.578402 2.263074 0.155688 0.573518 1.549110 0.163634 0.584415 1.764445 0.196403 0.576603 2.190379 0.158704 0.584493 2.183249 0.166362 0.588321 2.114470 0.191722 0.584698 2.170721 0.191909 0.585519 1.643135 0.182761 0.583540 2.103019 0.189624 0.573718 1.807074 0.183436 0.569494 1.717229 0.197479 0.572604 1.926541 0.176461 0.575160 1.920911 0.188288 0.579686 1.952313 0.201827 0.580354 2.027095 0.203533  -3
0.575814 1.553163 0.181583 0.580746 2.350095 0.187127 0.570688 2.114930 0.205408 0.575709 2.190834 0.204990 0.565706 1.695533 0.199269 0.570539 1.915882 0.152151 0.581857 2.985590 0.206654 0.583131 2.208187 0.178847 0.571804 1.625472 0.193609 0.585824 2.014305 0.208066 0.570478 1.876748 0.220481 0.586883 1.690925 0.141049 0.579695 1.785817 0.195549 0.572483 1.591583 0.211850 0.575508 1.789595 0.159935 0.578351 1.661238 0.190114  -1
0.580204 1.906394 0.194623 0.569819 1.804696 0.188316 0.580570 1.765510 0.209532 0.573606 2.010622 0.163454 0.577140 2.004821 0.188516 0.578042 1.948367 0.112472 0.581083 2.023262 0.175019 0.587589 1.953289 0.214941 0.578538 1.763705 0.192483 0.570915 1.708962 0.171929 0.583905 3.340992 0.175932 0.569100 1.570049 0.181225 0.593405 2.057513 0.194894 0.583108 2.168340 0.170100 0.573950 1.789430 0.182266 0.572474 2.023318 0.185812  -4
0.587584 1.857820 0.203560 0.582702 2.021370 0.169155 0.573648 1.699724 0.208032 0.581517 2.432796 0.204712 0.574473 1.901741 0.187271 0.573001 1.916778 0.194575 0.586297 1.946956 0.203354 0.586219 1.890066 0.205854 0.582269 1.881295 0.178668 0.581559 2.149658 0.200520 0.576562 1.687575 0.193035 0.583331 2.032529 0.157139 0.585607 1.871071 0.164662 0.583126 2.019352 0.205374 0.577278 1.941722 0.173578 0.592222 2.117970 0.184963  1
0.576811 1.884800 0.191368 0.569610 2.353398 0.173942 0.571485 2.416980 0.190672 0.581260 1.765223 0.181185 0.586401 1.828406 0.169432 0.576304 2.229030 0.187442 0.577889 1.794514 0.183626 0.582223 2.629404 0.188753 0.572572 1.818660 0.178028 0.573991 2.210924 0.184631 0.582996 1.770317 0.157587 0.573275 1.741156 0.183064 0.564223 2.657270 0.190926 0.575549 1.925314 0.189878 0.571963 2.248652 0.168173 0.583957 2.217041 0.202642  2
0.579953 1.996495 0.170654 0.581030 1.969620 0.193759 0.572812 2.034973 0.156465 0.578131 2.260293 0.187572 0.572257 1.724649 0.211102 0.572248 1.772255 0.177633 0.588134 2.359996 0.199842 0.580673 2.267350 0.224188 0.580654 2.196513 0.178858 0.572752 1.663980 0.183016 0.586520 1.905849 0.162723 0.585226 2.001870 0.184002 0.577603 2.211729 0.165349 0.571017 2.433275 0.179684 0.582286 2.490664 0.191012 0.574177 2.166429 0.196850  3
0.582508 1.840212 0.196799 0.576756 1.717602 0.166084 0.575041 1.964187 0.151757 0.589217 2.489987 0.172868 0.579156 2.089132 0.174023 0.571378 2.091000 0.175419 0.584267 2.361291 0.193821 0.576935 2.491201 0.196601 0.582943 3.102936 0.204225 0.564545 2.295974 0.187373 0.589179 2.977141 0.150170 0.583375 1.848628 0.184542 0.581750 2.350282 0.191780 0.566631 1.916776 0.178170 0.583463 2.353689 0.178473 0.574099 1.863842 0.189765  1
0.585396 1.811260 0.186218 0.577844 2.004588 0.193701 0.573706 2.614822 0.168385 0.582520 1.834210 0.187683 0.576217 2.092762 0.174167 0.572238 1.745495 0.179589 0.575499 1.723268 0.199772 0.568339 1.613180 0.195853 0.589341 2.153482 0.145853 0.574534 2.576957 0.203354 0.574578 1.637534 0.193267 0.577424 1.880218 0.188569 0.578541 2.081232 0.153412 0.580768 2.119564 0.186408 0.580262 2.338297 0.156742 0.574317 1.630755 0.195374  1
0.581786 2.068379 0.166187 0.569536 1.672395 0.169063 0.581674 1.746356 0.203585 0.570603 1.665626 0.149396 0.575937 1.742073 0.187943 0.569330 1.574100 0.178747 0.579573 1.768871 0.188993 0.572062 1.671536 0.173861 0.584371 1.736759 0.186824 0.573014 2.228546 0.175466 0.585543 2.522708 0.192119 0.571402 1.751815 0.192397 0.577737 2.126918 0.193333 0.574498 1.723091 0.164009 0.579578 2.289675 0.170268 0.578620 1.739890 0.167449  0
0.584913 2.347964 0.193023 0.579286 2.332638 0.182330 0.586247 2.285870 0.203238 0.575250 2.618700 0.165234 0.581452 1.740874 0.151618 0.573761 1.485766 0.173678 0.578517 3.123712 0.167385 0.574052 1.968179 0.175710 0.588092 2.678746 0.181154 0.586200 2.078356 0.192600 0.580671 1.846654 0.169685 0.577570 1.877595 0.179652 0.580595 1.956441 0.200178 0.575030 1.834512 0.170041 0.573212 1.499094 0.177436 0.579646 1.920134 0.201660  -5
0.585120 1.742518 0.197274 0.583565 3.005222 0.148420 0.574278 1.653640 0.199871 0.585873 1.953829 0.187845 0.578732 1.614211 0.179251 0.588097 1.808095 0.172763 0.573340 1.934386 0.204002 0.571378 2.040170 0.188911 0.577998 1.865627 0.190711 0.577969 1.903056 0.198822 0.579054 2.620360 0.199381 0.583000 1.780364 0.178805 0.590592 1.859973 0.181494 0.573793 2.023875 0.193944 0.580445 2.077431 0.184723 0.579067 1.866740 0.160010  6
0.579467 2.096588 0.177545 0.581516 2.248804 0.202422 0.578899 2.486650 0.187096 0.583593 2.230242 0.208473 0.583984 1.893166 0.196361 0.564923 1.770011 0.196854 0.569772 1.870148 0.181089 0.573519 1.770629 0.183428 0.587979 1.932927 0.208210 0.568448 1.877828 0.194832 0.583805 1.626854 0.205122 0.576858 2.494134 0.196309 0.573511 1.775157 0.178504 0.574756 2.292511 0.197025 0.578368 2.040975 0.188049 0.572314 2.552531 0.153632  -3
0.572998 1.861989 0.196813 0.577120 3.268381 0.206420 0.574886 3.300155 0.170150 0.591764 2.380283 0.165424 0.566120 1.889873 0.205275 0.576217 1.885685 0.174714 0.571402 1.648746 0.179187 0.577211 2.023262 0.156385 0.580597 1.668547 0.199642 0.580129 2.108909 0.170830 0.580960 2.346681 0.201984 0.576247 1.889171 0.204483 0.567227 3.027196 0.198879 0.580383 1.585378 0.158728 0.567323 1.820118 0.203145 0.577837 1.704228 0.183043  -2
0.572180 1.773642 0.190051 0.574363 1.663047 0.175231 0.572502 1.819919 0.186659 0.580728 1.887215 0.208838 0.573067 1.948939 0.190059 0.580298 1.778553 0.191747 0.583131 2.099281 0.175530 0.582831 1.692184 0.196948 0.592565 2.093460 0.193391 0.578951 1.872138 0.179245 0.573948 1.790748 0.208059 0.593355 2.096026 0.173601 0.566513 2.278395 0.202969 0.594035 1.665429 0.200898 0.586031 2.155483 0.179982 0.585260 2.472842 0.150973  -4
0.573021 1.839037 0.184210 0.576145 2.492902 0.159009 0.575877 2.071794 0.170960 0.567138 2.135797 0.184382 0.581197 1.615302 0.208133 0.590059 2.461137 0.202570 0.574536 1.967157 0.202904 0.569611 2.129645 0.164897 0.570590 2.946941 0.171250 0.589552 2.283116 0.197214 0.593406 2.048055 0.214826 0.567529 1.735448 0.174841 0.578131 2.007582 0.179049 0.578759 2.552422 0.174064 0.574731 1.753039 0.173807 0.589798 2.219651 0.179854  -4
0.570043 2.220527 0.161605 0.573041 1.972053 0.165277 0.572810 1.888729 0.189918 0.577653 2.440844 0.189873 0.589337 1.967845 0.189910 0.590167 2.371551 0.176120 0.574130 1.592755 0.203839 0.575955 1.920451 0.196761 0.578253 1.913814 0.176464 0.583072 2.301011 0.156833 0.577632 2.049650 0.191866 0.577481 1.902717 0.204733 0.577272 1.940577 0.204222 0.583184 1.576070 0.168089 0.579958 1.825373 0.209990 0.590154 1.744307 0.207553  -6
0.584051 1.891551 0.180410 0.590805 2.425202 0.207992 0.565158 2.135823 0.197204 0.575403 2.225701 0.175063 0.578577 3.348508 0.141996 0.592925 2.648641 0.201372 0.576075 1.933335 0.170425 0.582114 2.269224 0.196043 0.578478 2.336200 0.184250 0.576692 2.452587 0.180931 0.575721 2.016859 0.167941 0.578558 1.646797 0.195928 0.578186 2.152256 0.184312 0.573881 2.077510 0.179443 0.580028 1.814479 0.203571 0.567340 2.140611 0.183771  -7
0.586476 1.671867 0.185849 0.572669 2.901092 0.204301 0.581185 1.685177 0.192382 0.577592 2.110550 0.187413 0.576847 1.719372 0.191788 0.580826 1.843909 0.182656 0.586899 1.757458 0.178871 0.577912 1.540442 0.185418 0.580059 1.655669 0.191222 0.576860 1.846392 0.176802 0.585185 1.855172 0.205662 0.593629 2.211882 0.169503 0.579117 1.668850 0.211581 0.587692 2.378845 0.187524 0.575675 1.813518 0.185735 0.574497 2.205385 0.198732  -7
0.577102 1.815612 0.183293 0.573171 2.012239 0.177569 0.575667 2.066557 0.172167 0.578020 1.875818 0.188474 0.575621 1.877407 0.179721 0.567309 1.692339 0.191213 0.576564 1.809549 0.197263 0.574076 1.912152 0.195579 0.572939 1.568097 0.194804 0.579813 1.916506 0.205761 0.583028 2.597922 0.200404 0.574149 2.104169 0.188457 0.585005 2.271158 0.179821 0.575383 2.588495 0.180868 0.582164 2.579477 0.160729 0.583317 3.244368 0.187138  2
0.582479 1.824278 0.171096 0.581578 1.949406 0.191344 0.573895 1.705362 0.184235 0.576834 1.982774 0.190635 0.578048 1.988364 0.206502 0.574250 2.498101 0.201670 0.593368 2.297703 0.197909 0.581665 1.988801 0.174866 0.571016 2.228070 0.187181 0.569098 1.786352 0.158645 0.577867 1.888092 0.206349 0.572779 2.188683 0.191537 0.569700 1.936730 0.169893 0.565900 1.670085 0.190198 0.580334 2.187437 0.192979 0.584114 1.994257 0.189393  6
0.583284 1.714023 0.221198 0.578132 2.877653 0.194333 0.587145 2.724516 0.205821 0.578269 2.040531 0.174521 0.574753 2.291398 0.194733 0.570141 2.378953 0.173773 0.585608 1.790740 0.186328 0.585484 2.411142 0.178741 0.571892 2.514415 0.151959 0.573567 1.787862 0.177732 0.570385 1.762766 0.200844 0.566639 2.166025 0.194462 0.583117 1.764524 0.190968 0.583741 1.861007 0.171054 0.576823 1.698980 0.182081 0.578933 2.245083 0.165767  3
